method,setting,transform,select_dim,num_layers,hidden_size,batch_size,lr,weight_decay,propensity_C,k,weight_func,lambda_loss,max_epochs,patience,seed
Standard Margin,COUNT0-125,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,32,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,16,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,32,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,64,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,16,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,16,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,16,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT0-125,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT0-125,,,3,16,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT0-125,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,32,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,16,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT125-250,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT125-250,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,1024,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,1024,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,16,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT250-375,,,3,32,512,0.001,0.0001,,,,,,,
Standard Margin,COUNT250-375,,,3,64,256,0.001,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,16,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.001,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,16,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,256,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,16,512,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,16,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.001,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,16,128,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,256,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.001,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,32,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,16,512,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,16,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,16,128,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,1e-05,,,,,,,
Standard Margin,COUNT375-500,,,3,16,1024,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,1024,0.01,0.0001,,,,,,,
Standard Margin,COUNT375-500,,,3,32,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,512,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,128,0.01,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,64,256,0.001,1e-06,,,,,,,
Standard Margin,COUNT375-500,,,3,32,256,0.01,1e-05,,,,,,,
